level,region,year,quarter,count,amount,source,state
state,maharashtra,2019,2,101149853,153294470088.05945,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,dadra & nagar haveli & daman & diu,2019,2,489656,824441276.56507,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,meghalaya,2019,2,232286,492931289.1072781,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,andaman & nicobar islands,2019,2,33689,120254709.6756632,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,haryana,2019,2,22741816,42501539813.21669,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,rajasthan,2019,2,50009286,89107313172.66756,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,ladakh,2019,2,68772,259255506.9974248,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,punjab,2019,2,8509830,18614793394.772213,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,assam,2019,2,5454929,10954969189.126175,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,jharkhand,2019,2,10128211,18622701305.54623,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,odisha,2019,2,29512024,44754854871.67608,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,bihar,2019,2,29960479,63132438283.54397,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,kerala,2019,2,7283826,13031371561.185568,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,karnataka,2019,2,115401604,163702024226.0841,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,chandigarh,2019,2,1252470,2693116098.9444556,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,telangana,2019,2,89610379,155676443182.43457,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,himachal pradesh,2019,2,2502306,4875883973.61058,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,west bengal,2019,2,47023535,57105691119.11844,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,gujarat,2019,2,28981842,49320615219.26732,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,sikkim,2019,2,388244,738894243.4359412,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,nagaland,2019,2,188753,520066682.1585048,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,mizoram,2019,2,75671,248016708.13501447,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,chhattisgarh,2019,2,9389945,17002355688.82225,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,jammu & kashmir,2019,2,2296355,6100142201.563448,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,goa,2019,2,768441,1591867103.3876143,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,arunachal pradesh,2019,2,258656,752655874.3550282,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,delhi,2019,2,57171512,81706816063.62862,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,uttarakhand,2019,2,4813275,8588532850.9184885,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\2.json,
state,puducherry,2019,3,716826,1460708357.4554102,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,tamil nadu,2019,3,41410183,78959604643.63503,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,uttar pradesh,2019,3,68623959,111268137475.02843,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,madhya pradesh,2019,3,53610411,77676321491.22867,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,andhra pradesh,2019,3,76288614,139447944254.78943,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,tripura,2019,3,711717,1017377422.817224,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,lakshadweep,2019,3,3104,9651761.463768471,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,manipur,2019,3,345008,863552002.562933,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,maharashtra,2019,3,148735581,199617506744.94272,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,dadra & nagar haveli & daman & diu,2019,3,638751,961471473.8483732,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,meghalaya,2019,3,306550,612218602.153532,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,andaman & nicobar islands,2019,3,33770,114071776.08729392,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,haryana,2019,3,30343531,52489119199.44011,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,rajasthan,2019,3,67303617,112468290031.92343,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,ladakh,2019,3,92396,331129527.19382226,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,punjab,2019,3,10706812,22905815605.843315,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,assam,2019,3,5942571,12950443620.426579,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,jharkhand,2019,3,14220647,21465973993.35938,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,odisha,2019,3,41422272,57304577359.217094,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,bihar,2019,3,32139900,67692783254.273834,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,kerala,2019,3,9286096,16429809722.064445,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,karnataka,2019,3,170733735,214536720438.18292,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,chandigarh,2019,3,1506543,3269682087.6608405,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,telangana,2019,3,121495376,201930021130.42365,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,himachal pradesh,2019,3,2735180,5572018781.123304,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,west bengal,2019,3,66444829,70540532616.82985,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,gujarat,2019,3,38228649,59462694964.26753,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,sikkim,2019,3,552436,884716448.4404289,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,nagaland,2019,3,261878,650956471.7134112,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,mizoram,2019,3,98094,278793899.9513421,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,chhattisgarh,2019,3,12243111,19803259167.45372,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,jammu & kashmir,2019,3,1116526,3744230491.7824554,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,goa,2019,3,1092416,2000367191.496843,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,arunachal pradesh,2019,3,370234,912645034.7958709,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,delhi,2019,3,69537876,103196812046.45712,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,uttarakhand,2019,3,5710476,9729032070.017406,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\3.json,
state,puducherry,2019,4,1012655,1932028317.878899,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,tamil nadu,2019,4,56596411,103190865512.53719,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,uttar pradesh,2019,4,86905005,145538926507.3059,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,madhya pradesh,2019,4,68131989,104687926790.86589,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,andhra pradesh,2019,4,107218103,200948315488.80518,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,tripura,2019,4,801824,1215400160.2581887,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,lakshadweep,2019,4,3765,11269913.40492385,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,manipur,2019,4,449344,1200897682.088641,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,maharashtra,2019,4,201260620,272994428799.5649,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,dadra & nagar haveli & daman & diu,2019,4,768971,1226641262.0110402,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,meghalaya,2019,4,365981,742436471.7902198,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,andaman & nicobar islands,2019,4,35159,136838530.5173779,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,haryana,2019,4,37825985,69359719869.10008,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,rajasthan,2019,4,85074242,159452410049.68317,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,ladakh,2019,4,84706,324689360.02811134,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,punjab,2019,4,13698625,29989802246.19331,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,assam,2019,4,6760510,15281983895.512564,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,jharkhand,2019,4,18248618,28147748376.677704,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,odisha,2019,4,64995633,79769373632.04843,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,bihar,2019,4,43530314,93313426577.80905,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,kerala,2019,4,12498637,21151326637.805134,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,karnataka,2019,4,237796252,295047143447.23846,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,chandigarh,2019,4,1850915,4152513817.939354,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,telangana,2019,4,163572258,280746765547.7425,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,himachal pradesh,2019,4,3516646,7271163537.248161,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,west bengal,2019,4,96805838,88203610254.64601,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,gujarat,2019,4,42547632,76690662054.91542,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,sikkim,2019,4,767070,1176509601.6562185,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,nagaland,2019,4,317170,834537138.3487777,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,mizoram,2019,4,125239,368689350.6344881,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,chhattisgarh,2019,4,16305758,27143788737.21397,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,jammu & kashmir,2019,4,489928,1929695997.8225975,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,goa,2019,4,1515272,2923460348.4994645,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,arunachal pradesh,2019,4,459475,1190573179.5272837,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,delhi,2019,4,80744997,129024467424.89062,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,uttarakhand,2019,4,7362116,12573706305.150612,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2019\4.json,
state,puducherry,2020,1,1207921,2205277477.079584,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,tamil nadu,2020,1,66953473,116569686179.4346,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,uttar pradesh,2020,1,97239132,172416434960.69037,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,madhya pradesh,2020,1,79366746,126737281436.18526,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,andhra pradesh,2020,1,127677357,252737214289.0485,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,tripura,2020,1,924502,1588778806.3885012,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,lakshadweep,2020,1,5151,13502368.57450421,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,manipur,2020,1,818801,2598590380.8769474,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,maharashtra,2020,1,238944081,319995196718.0683,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,dadra & nagar haveli & daman & diu,2020,1,878579,1342763369.292519,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,meghalaya,2020,1,502283,1120134840.9078057,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,andaman & nicobar islands,2020,1,41298,161476312.2972747,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,haryana,2020,1,44036087,81976214558.24355,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,rajasthan,2020,1,102258812,190308238561.00217,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
state,ladakh,2020,1,116419,377639677.4457431,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\2020\1.json,
